optalfa1,optalfa2,optalfa3,optalfa4,optalfa5,optalfa6,optalfa7,optalfa8,optalfa9,optalfa10,optalfa11,optalfa12,optalfa13,optalfa14,optalfa15,optalfa16
0.00999999968951694,0.00999999943106858,0.00999999518243663,0.00999967411691847,0.0999999998477103,3.22685503508983e-09,2.97530677780232e-10,0.060318634059683,0.499999994261065,4.05068443934616e-10,5.0244448884909e-10,8.00911934348482e-08,0.999999736398268,6.03562639811812e-10,2.12989743500184e-10,1.53904446010388e-08
0.00999999924113536,0.00999995278505622,3.21540533897668e-09,0.00999847971749116,9.74602789719951e-10,1.68731813237806e-09,2.92659271894721e-10,0.0999999063800345,1.78368315058655e-09,3.56682318095522e-10,5.57917006566442e-10,1.54108473132198e-06,4.75799771236205e-09,5.89360251714468e-10,2.35656159420109e-10,0.0692037229260821
0.00999999884928886,6.72845622025466e-09,3.43664150040614e-09,0.00368509015156762,3.45312787928736e-10,1.74133538714855e-09,3.2442049314384e-10,1.69721550226283e-07,1.37345714490239e-09,3.66239011847857e-10,5.93433789203761e-10,0.20756477832883,3.85787199160235e-09,6.11149629979439e-10,2.45210648031773e-10,0.170729463566273
0.00999999975719031,0.00999999965397817,0.00999999854092393,0.00999944293590161,0.0999999999024881,9.09419097386203e-09,3.26547114178943e-10,0.0857331817825248,0.49999999791558,4.44030420684659e-10,4.74618751934047e-10,2.35526777152269e-07,0.999999989660245,6.12942688172103e-10,2.00320821746279e-10,6.49918332417461e-08
0.00999999987160145,0.00999999990580252,0.00999999984248214,0.00999999828209164,0.0999999999564315,0.0999999995152198,0.0999999999298609,0.0999999996954348,0.499999999342613,0.499999999405788,0.499999998735601,0.499999883395718,0.999999997653512,0.999999992450838,0.190168753152039,0.494208512939029
0.00999999988702837,0.00999999992252549,0.00999999987588651,0.00999999855316125,0.0999999999633636,0.0999999996251379,0.0999999999485716,0.0999999997416505,0.499999999452142,0.499999999613195,0.499999999254887,0.128920213575675,0.999999998047406,0.999999998044739,0.999999998576324,5.30545892188076e-09
0.00999999968821674,0.00999999924958741,1.46325776314289e-08,0.00882867766887649,0.0999999998660513,1.69172602756868e-09,1.90708619386204e-10,0.0971786208711649,0.499999993617296,3.27968835692608e-10,4.48283379749457e-10,3.79483566483069e-07,8.89486620138382e-08,4.99780978056845e-10,2.04588192749396e-10,1.74898631876284e-07
0.00999999843963891,1.71906170959701e-09,0.00509105768162867,0.00999999005401442,3.06746461102483e-10,1.20503222836757e-09,5.09537594303092e-10,0.0999999932605637,1.09553814901745e-09,3.16124352670147e-10,7.91338629953344e-10,2.08330138773954e-07,2.99821105382259e-09,5.36338158285974e-10,3.75478053987884e-10,2.84988045083677e-08
0.00999999955283695,0.00999999884957924,0.00999999761364521,0.00361712961581295,9.16847406813578e-10,3.01005167148403e-08,0.0999999980170608,0.00810959596278577,2.26585040390697e-09,1.73624861613951e-09,1.66189146229417e-09,7.19497902906882e-09,6.94877784183315e-09,2.96522400808017e-09,7.05359584232398e-10,2.17793832661312e-09
0.00999999976023126,0.00999999790426234,2.52699141174952e-09,0.00999987709040842,0.0999999998306269,1.50219818269827e-09,2.25740374742504e-10,0.0809951877158098,0.499999992103956,5.1040074113882e-10,5.87551484166068e-10,0.0422970510586709,3.82233838830539e-07,1.05667143430483e-09,2.322730335042e-10,0.0607659190868221
0.00999999985990567,0.00999999968408163,0.00999999800444364,9.71499082845373e-08,0.0999999999379832,6.94883058299998e-09,2.68396980611122e-10,6.24599434822057e-09,0.49999999899485,6.53107019175724e-10,5.76409479027135e-10,4.29402969732284e-08,0.999999996254899,1.16251139418288e-09,2.4781268159641e-10,1.21986245073766e-08
0.0099999999052617,0.00999999988339453,0.00999999970464597,0.00999999711406351,0.0999999999646868,0.0999999991751554,0.0999999997833312,0.0999999995274226,0.499999999495138,2.72247379266123e-08,1.84768129044895e-09,0.499999991557708,0.999999998257578,2.4195141497537e-09,2.42066429230027e-09,0.999999969927085
0.0099999998618324,0.00999999978207794,0.00999999953227792,0.0099999976479918,0.0999999999462416,0.0999999977844799,0.0999999997877396,0.0999999995621248,0.499999999191877,0.374559166042109,0.499999997637404,0.499999976876657,0.999999997030673,5.54377641042099e-09,0.999999998982297,0.14660361678954
0.00999999975601198,0.00999999747079285,2.79120633898247e-09,0.00999989711997652,0.0999999998519993,1.41494078028358e-09,2.29921859377906e-10,0.099999940305617,0.499999994377081,5.24143645884319e-10,6.30712398221527e-10,6.37661857510051e-08,0.31602452380236,1.04902636178842e-09,2.24761658479225e-10,1.20587315884962e-08
0.00999999925806105,1.78648505530798e-09,3.69281535855399e-09,0.00999995191985925,2.45129753186583e-10,1.40389105543549e-09,4.01201430107915e-10,0.0999999848502006,1.18942709525971e-09,4.85353120341294e-10,8.37919411550186e-10,3.79351522853191e-08,3.5195300515986e-09,1.01574323219361e-09,3.15682094961222e-10,9.79006087889306e-09
0.00999999887425142,1.41022553963493e-09,5.8131649621679e-09,0.00999998493732355,1.78645859193526e-10,1.31863180201478e-09,5.1202182477357e-10,0.0999999952571648,9.8648615112723e-10,4.59924430242441e-10,9.81965608805639e-10,6.91948799573529e-08,2.92090209091122e-09,9.53471409709808e-10,3.39144795120808e-10,1.86793807517986e-08
0.00999999905259454,0.00999999865534575,0.00999999733018893,3.05380993230849e-08,7.76683061123038e-10,3.23927061489934e-08,1.13467554683242e-09,2.54402861729573e-09,1.69964053956015e-09,1.79819856085467e-09,1.45535394811868e-09,2.03397026003883e-08,4.11740839530893e-09,1.81636660577931e-09,4.51534641737502e-10,2.08037445844481e-09
0.00999999940481141,0.00999999965735345,0.00999999952168268,0.00999999581862342,0.0999999997448042,0.0999999987130069,0.0999999998311356,0.099999999267921,0.499999993767919,0.49999999761044,5.3788508076281e-09,8.93494528388329e-09,6.85908817594757e-08,5.71301487359745e-09,1.14369143558735e-09,1.75855391134822e-09
0.00999999959205526,0.00999999978852349,0.00999999973337493,0.00999999824291573,0.0999999998811166,0.0999999993085993,0.0999999999213549,0.0999999997012885,0.499999998471074,0.499999999360959,0.499999999059917,0.499999994829377,0.999999993301853,0.999999997700506,0.999999999503766,0.99999999835878
0.00999999949877407,0.00999999973291608,0.00999999964410079,0.00999999656923268,0.0999999998520731,0.0999999990282528,0.0999999998820622,0.0999999993435524,0.499999998019879,0.49999999833896,0.499999993946429,0.0442989158458946,0.999999990029715,0.999998991429165,0.994800087585707,6.46707849015084e-09
2.70370426014576e-09,2.40784635091016e-09,2.48910778239608e-09,0.0013328305180179,2.38992477164623e-10,1.62993827565856e-09,2.43227976540063e-10,9.39169846150014e-09,1.48796065635688e-09,4.0703354047632e-10,5.69329273682502e-10,0.0721518990420499,3.64217464600569e-09,7.25492377556796e-10,2.27762667299067e-10,0.0736100713897362
6.17070545207177e-10,2.1595319257498e-08,0.0099999974091965,2.55273532078211e-06,8.48779447166394e-11,2.46902962624164e-09,6.72749230186712e-10,1.61670457149751e-08,6.40408161540508e-10,6.54646290049695e-10,2.01590063824003e-09,3.66047678977829e-08,1.77526433500184e-09,1.09836169541662e-09,6.41870734692685e-10,1.4972693429701e-08
5.51362068881506e-10,0.00999999773943005,0.00999999885486048,0.00999999308391716,7.55328217815173e-11,4.72712215838872e-09,0.0193570570924132,0.0999999985133354,5.71845941226919e-10,9.40144753520275e-10,7.00582163453905e-09,0.370421805886057,1.59783694464373e-09,1.46259012393924e-09,1.24845765778335e-09,0.34505473986172
1.17651297387194e-09,1.50225937578414e-09,2.32746045844101e-09,0.00611019113352862,1.45309590715489e-10,1.59797979627243e-09,2.63807805285426e-10,0.0663901825491588,9.40458571266602e-10,4.25323071572034e-10,7.98070930903063e-10,6.19252655585e-08,2.45305192412904e-09,7.92898009462068e-10,3.10956439175213e-10,4.48991210841128e-08
4.59705229842321e-09,2.67101393633425e-09,2.21956321907128e-09,0.00712533870729151,2.96285237465688e-10,1.85056885769764e-09,2.38887917428639e-10,0.0999999805377329,1.49140652793609e-09,4.24325164413738e-10,6.17629367240935e-10,1.56934945889267e-06,3.54371683702064e-09,7.98294003096144e-10,2.50625280066562e-10,4.50119885351553e-08
0.00999999763338747,0.0099999971292362,2.78909006500974e-08,3.00085654643072e-07,1.0292557675641e-08,3.70990914743346e-09,3.40712520106043e-10,0.00872448019496392,2.90237347258833e-09,5.12226536876566e-10,6.60671419320103e-10,3.17639468114335e-08,5.44623358218401e-09,9.7441984265419e-10,2.72584326822566e-10,4.99928934262364e-09
0.00999999918771646,0.00999999935950586,0.00999999879085496,0.00999977358179408,0.09999999972611,0.09999999436134,0.00706395132107434,1.55790490522817e-08,2.12830548528423e-08,8.72726940802204e-10,1.02297941865851e-09,8.74872097333213e-09,9.62112244737861e-09,1.69569351672901e-09,4.28692009627874e-10,2.38045102490253e-09
0.00999999847869151,0.00999999844646534,0.0099999944093197,0.00139096134838502,0.0999999985492033,7.63353658592241e-09,4.11488557521036e-10,0.00693114553550947,1.97425249052896e-09,5.8006500999084e-10,7.28160181900643e-10,2.89492509236696e-08,3.9147936277194e-09,1.14354881265015e-09,3.1033480930044e-10,7.34952567968045e-09
0.009999997010315,0.00999999639993293,1.022186480993e-07,0.00124701540030672,8.9012143522436e-10,4.18926326045845e-09,3.316628058369e-10,0.0216247798597609,1.24583604631195e-09,5.36036584436865e-10,7.39018300437299e-10,0.135848295246038,2.78487699329105e-09,1.03471096420876e-09,3.10879830458048e-10,0.184718994808169
0.0099999981469596,0.00999999732055734,0.00935520969278023,1.51077587927308e-07,2.14671582902611e-09,4.55438913279258e-09,3.40893440650721e-10,7.16748321784452e-08,1.21465252918171e-09,5.99345448657745e-10,8.05730824841644e-10,0.127451059358971,2.66872356921368e-09,1.11164111335999e-09,3.1482535842799e-10,0.253498963881943
5.49808122031337e-09,5.75344667072557e-09,1.8106668510366e-08,0.00999980925367074,2.17634204953811e-10,2.76600825296954e-09,3.43946613820586e-10,0.0603057647313692,7.06661758185367e-10,6.08515255420413e-10,1.12034128681472e-09,5.53468048005081e-08,1.70724314695857e-09,1.04842144041916e-09,4.06157798077878e-10,2.11229416150259e-08
8.77842211413718e-10,0.00999997014532193,0.00999999840835947,0.00999999543968649,1.04252538220626e-10,4.85629502028586e-09,3.92168896971481e-09,0.0999999989404785,4.95825868462084e-10,8.00186915072403e-10,5.50082388949652e-09,0.191329790246518,1.25479660421828e-09,1.25121624474912e-09,1.39188180388337e-09,0.179705893938121
8.43813616752688e-10,0.00999998423637313,0.00999999860723689,0.00999999586983507,1.00601446079291e-10,5.11041205948256e-09,0.0480702040863167,0.0999999990389354,4.83363874574238e-10,8.53831695821566e-10,7.70245018014971e-09,0.290377668879281,1.22412607428403e-09,1.30466125169557e-09,1.66185839001213e-09,0.328800351282521
2.22993420580581e-09,2.57958383296758e-09,0.00999999682921276,0.00999999123153968,1.44228072223024e-10,2.20056293431017e-09,5.51653124575262e-10,0.0999999970527274,5.73993858287501e-10,6.91295563590803e-10,1.42010044167005e-09,3.40469003090583e-08,1.4187802988053e-09,1.13323961334027e-09,5.985273910891e-10,8.32914056334301e-09
0.00999999966702001,0.00999999908835816,0.00999999585762679,0.0017786598257375,0.0999999998645075,2.48732292745049e-09,2.88753378339855e-10,1.21254360648104e-08,1.31602407651182e-08,6.51477332169829e-10,6.24413258993405e-10,3.58750402817592e-08,7.57797318072771e-09,1.05049011650381e-09,3.1308173026474e-10,5.76210541702076e-09
0.00999999976061568,0.00999999967348684,0.00999999930759448,0.00999998563028413,0.0999999999188305,0.0999999928797426,0.0999999990445377,0.0940807664226625,0.499999997896496,1.61479553510127e-09,1.29761987824452e-09,8.59434120190146e-09,0.999999980296615,1.85141529071896e-09,6.57706964261441e-10,1.29093659071743e-09
0.00999999958590903,0.00999999943879199,0.00999999875147153,0.00999998549959018,0.0999999998529272,0.0999999482828055,4.72275463549687e-09,0.0999999875698284,8.51802875432214e-09,1.3057466621495e-09,1.34828406584698e-09,2.79820360623091e-08,6.46053730456323e-09,1.89586850305683e-09,4.28559820746769e-10,4.35315490280481e-09
0.00999999837497832,0.00999998380343976,7.61538846385111e-09,1.48916848057608e-07,1.00870672129504e-09,2.70289271422573e-09,2.88381973988078e-10,0.00700092857665999,9.79761377528103e-10,6.38124378139364e-10,8.81033318168015e-10,0.16385934599599,2.20665815196052e-09,1.09480324036314e-09,3.17630605760132e-10,0.226897467497063
0.00999999959250949,0.00999999967676051,0.00999999947014917,0.0099999959908474,0.0999999998795261,0.099999998347525,0.099999999771327,0.0999999991709854,0.499999995554053,0.394941626214868,5.1530427217934e-08,0.235951368835104,2.74729206548621e-08,1.28671792572663e-08,1.50099998923871e-09,6.58765937254533e-09
0.00999999954664087,0.00999999968555104,0.00999999951632887,0.00999999568573026,0.0999999998716293,0.0999999985949147,0.0999999997942659,0.0999999990986003,0.499999996667475,0.383707967494594,0.0109549757632866,2.08086402749387e-06,0.451333194133755,2.49429846735706e-08,3.86244000185922e-09,2.7452429104306e-08
0.00999999954297884,0.00999999971550496,0.00999999959359072,0.00999999610600262,0.0999999998754494,0.0999999988585693,0.0999999998464547,0.0999999992868755,0.499999997766395,0.499999996080276,0.499999997283388,0.290895718455657,0.999999983882078,0.999999986484871,0.999999998474511,0.0381170245185769
0.00999999772082567,0.00999999729219243,0.00808658846336847,0.00373074660120467,1.05720068210984e-08,4.12732659706641e-09,3.48678069281683e-10,0.0999997550466911,2.33359405520403e-09,5.16162957864904e-10,6.79913389742552e-10,4.52117889293469e-08,4.61354812832405e-09,1.01253631865197e-09,2.86360882487841e-10,8.5710992076095e-09
2.18623360613154e-09,1.98566154879876e-09,2.39378436990938e-09,0.00999975839402562,2.12588114477677e-10,1.81516782825115e-09,2.61104305036664e-10,0.00313999165741427,1.12952085604004e-09,4.20886894411709e-10,7.0901466075783e-10,0.129566772256072,2.80506949098609e-09,8.0958419243556e-10,2.8642841367892e-10,0.148143932447985
8.8708690334978e-10,1.87414654804987e-09,9.13535259627512e-09,0.00999998678750089,1.17146500264955e-10,1.87193099634856e-09,4.34853997544735e-10,0.0999999959308916,7.61768460038062e-10,4.62838956621263e-10,1.24610341153905e-09,2.33534985496043e-08,2.02365263550512e-09,8.66897012760695e-10,4.50644974658944e-10,8.94111896168725e-09
5.3821163896509e-10,0.00999999839561288,0.00999999902862962,0.00999999130535721,7.33107119803875e-11,6.15749391562547e-09,0.099999995648051,0.0999999978198702,5.63516701700625e-10,1.0991870837755e-09,7.30413033049491e-09,3.77665072818861e-08,1.58209276667159e-09,1.61480943152717e-09,1.29196104707973e-09,8.59351389295676e-09
6.54176827271705e-10,7.78307327394177e-09,0.00999999745486986,0.00999998778314758,8.98344127540737e-11,1.99173904426082e-09,6.57191296133364e-10,0.0999999971899707,7.02508636070364e-10,5.69829717519316e-10,1.42531170394562e-09,4.17293117828585e-08,1.95239276664107e-09,9.40186962724225e-10,4.91764539594181e-10,6.89917094990498e-09
1.45524698513488e-09,2.54551523044368e-09,1.00964705828239e-08,0.00999999213856421,1.68036759767706e-10,1.49546406283788e-09,3.35035374637442e-10,0.0999999972105247,1.22592949698385e-09,3.90609798319133e-10,5.99373413891292e-10,1.01186856720437e-06,3.1811871240142e-09,6.66069518422418e-10,2.33177969487835e-10,3.43413473280436e-08
0.00999999781088243,0.00999999855440752,0.00999999650268613,7.45117024535819e-08,0.0953828393861504,4.64762277804556e-09,5.37522864290723e-10,3.03541530925263e-09,5.48184785888902e-09,5.28803173806602e-10,5.61300976492401e-10,1.87096950856584e-08,8.29589489698946e-09,8.67809434019811e-10,2.25195069141968e-10,6.7558659447157e-09
0.00999999880879675,0.00999999914825745,0.00999999829949405,0.00999995651429744,0.0999999994799679,0.0999989304079409,1.54060048631978e-09,0.0625112239782767,0.278818051366492,6.85168857514697e-10,7.31526756101192e-10,1.92256504196098e-08,1.40823532961207e-08,1.13106206980343e-09,2.89887207645752e-10,4.46124576480988e-09
2.42208208284234e-09,1.92445009962627e-09,1.98688564661444e-09,0.00999930112708299,2.26246694338702e-10,1.66369813214081e-09,2.3159486919301e-10,0.0999999829423819,1.30721468718513e-09,4.13846016884496e-10,6.26843523805048e-10,0.27510831892337,3.22408158448957e-09,7.70015808425675e-10,2.52075836350984e-10,0.250711213917394
5.54330875149575e-09,0.00597050956646167,5.00484081823756e-08,0.00999998537397254,3.07907583003196e-10,1.92270535776417e-09,3.42345288242161e-10,0.0999999821033571,1.92664722549401e-09,4.10275846705371e-10,5.10699538217857e-10,5.46746962183053e-08,4.52331050443886e-09,6.88028200598724e-10,2.03581859305909e-10,2.31145902619435e-08
0.00999999897100408,0.00999999949596248,0.00999999923558697,0.00999986770453959,0.0999999993771996,0.0999999967593854,0.0999999994970035,0.0999999667350804,5.24876325580727e-08,1.09511117751002e-09,7.08387814822292e-10,3.86482410715649e-09,1.47011299683003e-08,1.22478005473857e-09,2.80892392904842e-10,9.22335642677754e-10
0.00999999441556401,0.00999999901311934,0.00999999842523559,0.00999996226654882,3.31512493786002e-10,1.86029350674341e-08,1.73902986368279e-09,0.099999987702216,1.61052436178764e-09,6.65953572614961e-10,7.7064131722158e-10,5.86136204189245e-09,3.99580541153134e-09,9.0936898398827e-10,2.81221076137104e-10,1.42120017115172e-09
2.50098898204947e-09,0.00999999828729229,0.00999999792581754,0.00999999603208769,1.62566077403267e-10,4.68548352910338e-09,9.62944051941326e-10,0.0999999993403551,9.89396230673955e-10,5.74088681826055e-10,9.95124529027923e-10,0.310252779890779,2.67908939250563e-09,8.38741333113653e-10,3.37067965977094e-10,0.244012895020202
2.60679634450453e-09,0.00999999678315901,0.00999999656968877,0.00999999472668794,1.43174771932624e-10,4.15895047945153e-09,6.13650126659904e-10,0.099999998896453,8.50195282788445e-10,6.98155119652219e-10,1.24764098804238e-09,0.319815597935513,2.34170171285211e-09,9.96248228781422e-10,4.19135623888006e-10,0.277435159278155
4.53214107492579e-09,0.00999999662089539,0.00999999579976758,0.00999999220116941,1.56396401498317e-10,4.27558080216628e-09,5.52728631739736e-10,0.0999999980375759,8.92837402935119e-10,7.45132553052084e-10,1.2038201101091e-09,6.15616788135162e-08,2.44316705100717e-09,1.04829091844052e-09,4.08354590938518e-10,1.28708914780093e-08
0.00999999803612637,0.00999999915596186,0.00999999854465478,0.00968739172350425,5.25537400999144e-10,0.0999999861009786,5.37728925125806e-09,0.0541497797585515,1.86868589165369e-09,9.73689976306056e-10,9.67791244525636e-10,6.3284537617797e-09,4.44850597317621e-09,1.1648554937696e-09,3.37330659757812e-10,1.21647174252341e-09
0.00999999752475636,0.00999999921705384,0.00999999876475159,0.00510258267220409,6.41583873288841e-10,0.0999999618797073,0.0866340257756659,1.10287956077773e-08,2.38442282902106e-09,6.91304566902263e-10,6.66878816507415e-10,4.31776127915153e-09,5.3387689317751e-09,9.21729778370435e-10,2.5562817500834e-10,1.12735636321364e-09
2.78739904132419e-09,0.00999999856964411,0.00999999847658324,0.00999999548947266,1.96442500028066e-10,3.59313266696976e-09,1.81592682424815e-09,0.0999999991635633,1.25699309833635e-09,4.53703063318919e-10,6.62483456611419e-10,1.247425950352e-08,3.30120888904493e-09,6.89558590741633e-10,2.46293323551809e-10,3.53142393324809e-09
4.34308608797064e-09,0.0099999982466633,0.0099999982600947,0.00999999667861072,2.55495289027321e-10,2.73772925569265e-09,1.03974500515475e-09,0.0999999994434222,1.6696390506566e-09,4.15118653516604e-10,5.13071361897621e-10,1.28600367703134e-08,4.14947891543944e-09,6.46257127894465e-10,2.0230709109702e-10,3.15395433217417e-09
0.00999999822849216,0.00999999918326647,0.00999999867968386,0.0099999394817359,0.0999999946720691,2.6455652507602e-08,3.47356893743565e-09,0.0786935965479637,6.96878793902952e-09,5.98920918061446e-10,5.30322528218526e-10,5.31070748172525e-09,9.56948464043746e-09,8.71756753394218e-10,2.14420544745228e-10,1.19305041520182e-09
0.00999999835685613,0.00999999913752739,0.0099999985264872,0.00244545674645212,0.0999999981766051,1.87104438660423e-08,1.95462457673596e-09,4.71230633087495e-09,9.75833233360836e-09,6.01607090036368e-10,5.49423089121296e-10,6.7846248285108e-09,1.06772340307446e-08,9.00480840079865e-10,2.21166584901385e-10,1.65559522373839e-09
3.90768424464376e-09,0.00999998861422239,0.00999999460272544,0.00999999218213135,1.41264480444857e-10,3.2882949988506e-09,5.44643740349945e-10,0.0999999974714823,8.18124869615654e-10,7.43484739291863e-10,1.31009958623816e-09,3.09070051272739e-08,2.26673382980623e-09,1.0787706220959e-09,4.41279930788492e-10,7.22103758675442e-09
4.03524499503309e-09,2.50592300094986e-09,0.00999999581360314,0.00999999341162838,1.18958187385186e-10,1.86269460083571e-09,1.31126719178015e-09,0.0999999983657774,7.19548499735282e-10,6.00211973121325e-10,2.01720854780977e-09,5.78893491523601e-08,2.05346773795255e-09,1.0239261959226e-09,5.26143217196203e-10,2.92565377884398e-08
2.53638306778293e-09,2.38512822476892e-09,0.00999999721938173,0.009999994382995,1.08461757740991e-10,1.80198828214495e-09,1.20794916167498e-08,0.0999999985007442,6.80211049005542e-10,5.75161731217259e-10,2.92617261984528e-09,4.84007765807122e-08,1.9615360005612e-09,1.00846053330156e-09,6.2392714305259e-10,2.2319339291091e-08
0.00999999890076042,1.2939317838009e-08,2.92728602766312e-08,0.00999988400749515,3.19168833820246e-10,2.47800968474034e-09,4.41975338061659e-10,0.0743974112454367,1.20120698273228e-09,8.42758619772769e-10,1.09417910536238e-09,0.0292780611610227,3.16431293862365e-09,1.28970868128594e-09,3.52510142470029e-10,1.0509035117353e-08
0.0099999992061656,0.00999997804457219,9.79818507896183e-07,5.19405156953402e-07,5.69165748427173e-10,2.70214037581206e-09,4.79664653010735e-10,2.66610368373763e-08,1.45213860869798e-09,9.46942241353161e-10,1.11427504881095e-09,2.40277685422778e-07,3.68696422060708e-09,1.41796407177072e-09,3.52332248670218e-10,5.99033457953582e-09
0.00999999955737338,1.07849793755487e-08,5.82417515998991e-09,2.01048571167302e-07,0.0999999991391186,1.73728882547593e-09,3.79752762448788e-10,2.87759948385621e-07,2.49220909945572e-09,7.10254620951201e-10,9.20653034081622e-10,0.0387344875781103,5.60347346444515e-09,1.26960555732544e-09,2.87763118570312e-10,7.1163117322343e-09
0.00999999973462886,0.00999999906055145,0.00999999767206077,0.00999998374353055,0.0999999998549403,3.60342232660281e-09,3.0534027257249e-09,0.0999999902885296,0.499999995051599,1.32666122446254e-09,1.69887914868194e-09,1.30140549357031e-08,0.188646360926093,2.10718215461542e-09,4.45926825497468e-10,1.68377910151618e-09
0.00999999978797117,0.009999999521356,0.00999999906935505,0.00999999476947622,0.0999999999040293,0.0895629259575359,0.0999999995571052,0.0999999986531394,0.499999998133559,4.19104545569476e-09,0.0284047366403009,1.2516395494198e-08,0.999999990621793,4.15162277356587e-09,1.37608354653791e-09,1.65832855719741e-09
0.00999999985554799,0.00999999966970925,0.00999999816931912,0.0099999634549849,0.0999999999381732,5.58080666160245e-09,3.13015165166711e-10,0.0999999891669223,0.499999999004734,6.74642736220556e-10,6.70122797943574e-10,1.37047910774383e-08,0.999999996234638,1.20158349099221e-09,2.8379220935732e-10,3.50409105434935e-09
0.00999999987959507,0.00999999978576137,0.00999999913920369,0.00890745811181901,0.0999999999509169,0.0999999947088144,4.10679799979824e-10,0.0135266405669351,0.499999999254794,7.98359198458842e-10,6.32699513150354e-10,9.12319607798753e-09,0.999999997328442,1.24409451871116e-09,2.96026599100324e-10,2.04914892386383e-09
0.00999999972081427,0.00999999698390926,3.38015769612054e-09,7.87461579539057e-08,0.0999999997288738,1.66662826034528e-09,2.91246511070233e-10,1.00773759984566e-08,1.31340642390863e-08,5.66553156046437e-10,6.8231695466559e-10,3.02815909200202e-08,1.78890359468444e-08,1.18110142671577e-09,2.73149187637766e-10,6.77258669999627e-09
